04,a42c6cf1de3abfdea9b95f34687cbbe92b9a7383
85,8768a53e1d4c182907306300f9ca90cfd8018383
04,a42c6cf1de3abfdea9b95f34687cbbe92b9a7383
a7,dcf5bf6c63ba8e32483f75660b3a6a0f5d764483
25,4345cb1fa27885a8fbfe7c0c830a592cc76a552b
f7,73b74736664ad85828ce1be2e29fb4a68d24402b
3b,2d14ab97cc3dc294c51c0d6814f4ea45f4b4e312
ba,061fb208431db793bbd3645b7a16058a1e2a2412
55,b2c7c0caa10a0cca5ea7d69e54018ae0c0389dd6
a3,121a9af889bd4ca2266be5a4f680d3bead8d02d6
6e,d1854cae891ec7b29161ccaf79a24b00c274bdaa
d1,c314f8c1fa13e1afa11c8716c7bce6dbf02d09aa
8b,da914f191324ec59de3bdba94c21b901b24f65ac
ee,77ac341feebeb7c0a7ff8f9c6540531500693bac
c6,8b3291a6208fb6849c641e97ffe5b54c13ac84cb
e9,1599e9fa41ec68c80230491902786bee889f5bcb
