03,9842926af7ca0a8cca12604f945414f07b01e13d
21,0ab8318acaf6e678dd02e2b5c343ed41111b393d
19,e9c5d7db93a1c17d45c5820daf458224bfa7a725
80,c78ebd3c85a39a596d9f5cfd2b8d240bc1b9c125
19,e9c5d7db93a1c17d45c5820daf458224bfa7a725
c7,8ce24fc0ea8e685eb23bf6346713ad9fef920425
39,0ade7c2cf97f75d009975f4d720d1fa6c19f4897
f9,a1a7715c7596c77b892dc6d4debb7c108ca4ef97
54,c2c53d66948214258a26ca9ca845d7ac0c17f8e7
cd,126fe40d9e64df223c05078f44bf57cb794dd3e7
6d,6b0d31c0d563223024da45691584643ac78c96e8
bf,d3fe83b8d87ccda2bbca5e81ce3ab1a1400bfbe8
8a,c4488af0c158e8c2832cb927cfb3ce534104cd1e
d5,189ebf93be3966e53e508d694226af884595c91e
c3,8bf7b464aaa2c2b536aa1d76a1297c19155f5603
fa,3acead9c86f231ec128194b50def7a93c1620403
