15,7762eabf9387fe8ec5d648cd3b1d9eb6d820caa2
89,3c7923f135d358fd685065fde8a996d474367da2
23,d08f88df745fa7950b104e4a707a31cfce7b5841
5b,1e5c2f367f02e47a8c160cda1cd9d91decbac441
30,b6589fc6ab0dc82cf12099d1c2d40ab994e8410c
6b,13fbd79c3d390e5d6585a21e11ff5ec1970cff0c
46,e69f20e9f683920d3fb4329abd951e878b1f9372
78,11f6ad8ec52a2984abaafd7c3b516503785c2072
46,e69f20e9f683920d3fb4329abd951e878b1f9372
ce,82bb3eab86d4063ea4a3cb97821feb07cecf7b72
46,e69f20e9f683920d3fb4329abd951e878b1f9372
f6,9b16668f4e16c0e9932661855b7bcb5bad8b0f72
b0,f11d1c80a3eeec16ed6079a52005d446886c3a4f
df,3fa5bfd93317ad25772680071d5ac3259cd2384f
b0,f11d1c80a3eeec16ed6079a52005d446886c3a4f
e0,c2204edbfb1b72c9e996a5e6464f6ab0198c494f
