0b,067d5096f219c64b53bb1c7d5e3754285b565a47
6c,07c342be6e560e7f43842e2e21b774e61d85f047
0b,067d5096f219c64b53bb1c7d5e3754285b565a47
ac,39527c59247a39d18ad48b9947ea738396a3bc47
29,e7064f0b80f61dbc65915311032d27baa569ae2a
a9,19da91f2603889267dfd77786e07a5b8f067d62a
29,e7064f0b80f61dbc65915311032d27baa569ae2a
d6,6a2ffa3567b0d286348f4e6942d3e8e62d820d2a
58,c032adc1ff629c9b66f22749ad667e6beadf144b
db,1216aa524aef75e75aa9214fb78ad1ac3ba1e34b
78,11f6ad8ec52a2984abaafd7c3b516503785c2072
ce,82bb3eab86d4063ea4a3cb97821feb07cecf7b72
78,11f6ad8ec52a2984abaafd7c3b516503785c2072
f6,9b16668f4e16c0e9932661855b7bcb5bad8b0f72
d8,1dcf0ec2351966fc2b0babee787f535a2683f130
fd,b54664965911c6fe91e18cd01b68a75c8183b530
